sample_hap_chrom	sample_hap	sample	hap	chrom	start	end	len	project	gapless	CL	filterflag
HG04036_hap2_chr21	HG04036_hap2	HG04036	hap2	chr21	0	9282467	9282467	HGSVC	0	41967130	1
HG04217_hap1_chr21	HG04217_hap1	HG04217	hap1	chr21	0	12388669	12388669	HGSVC	0	45074285	1
HG04217_hap2_chr21	HG04217_hap2	HG04217	hap2	chr21	0	10655094	10655094	HGSVC	0	43347935	1
NA18989_hap2_chr21	NA18989_hap2	NA18989	hap2	chr21	0	6001982	6001982	HGSVC	1	38689245	0
NA19036_hap1_chr21	NA19036_hap1	NA19036	hap1	chr21	0	9079251	9079251	HGSVC	0	41772529	1
NA19129_hap1_chr21	NA19129_hap1	NA19129	hap1	chr21	0	11827098	11827098	HGSVC	0	44503519	1
NA19129_hap2_chr21	NA19129_hap2	NA19129	hap2	chr21	0	8421486	8421486	HGSVC	1	41082881	0
NA19317_hap2_chr21	NA19317_hap2	NA19317	hap2	chr21	0	11779523	11779523	HGSVC	0	44474189	1
NA19331_hap2_chr21	NA19331_hap2	NA19331	hap2	chr21	0	14080462	14080462	HGSVC	0	46762937	1
NA19347_hap2_chr21	NA19347_hap2	NA19347	hap2	chr21	0	10830445	10830445	HGSVC	1	43524211	0
NA19384_hap2_chr21	NA19384_hap2	NA19384	hap2	chr21	0	7670618	7670618	HGSVC	0	40402976	1
NA19434_hap1_chr21	NA19434_hap1	NA19434	hap1	chr21	0	13210812	13210812	HGSVC	0	45895531	1
NA19434_hap2_chr21	NA19434_hap2	NA19434	hap2	chr21	0	8333673	8333673	HGSVC	0	41036468	1
NA19836_hap1_chr21	NA19836_hap1	NA19836	hap1	chr21	0	9031594	9031594	HGSVC	0	41594186	1
NA19836_hap2_chr21	NA19836_hap2	NA19836	hap2	chr21	0	13312164	13312164	HGSVC	0	45989865	1
NA19983_hap1_chr21	NA19983_hap1	NA19983	hap1	chr21	0	9039923	9039923	HGSVC	0	41733422	1
NA19983_hap2_chr21	NA19983_hap2	NA19983	hap2	chr21	0	11940535	11940535	HGSVC	0	44612949	1
NA20355_hap1_chr21	NA20355_hap1	NA20355	hap1	chr21	0	10094292	10094292	HGSVC	0	42764650	1
NA20355_hap2_chr21	NA20355_hap2	NA20355	hap2	chr21	0	11077515	11077515	HGSVC	0	43763365	1
NA21487_hap1_chr21	NA21487_hap1	NA21487	hap1	chr21	0	7379655	7379655	HGSVC	1	40075050	0
NA21487_hap2_chr21	NA21487_hap2	NA21487	hap2	chr21	0	10367543	10367543	HGSVC	0	43048621	1
HG00731_hap1_chr21	HG00731_hap1	HG00731	hap1	chr21	0	6675977	6675977	HGSVC	1	39367064	0
HG01596_hap2_chr21	HG01596_hap2	HG01596	hap2	chr21	0	7277978	7277978	HGSVC	1	39993093	0
HG01890_hap1_chr21	HG01890_hap1	HG01890	hap1	chr21	0	11518553	11518553	HGSVC	0	44203308	1
HG02011_hap2_chr21	HG02011_hap2	HG02011	hap2	chr21	0	10519850	10519850	HGSVC	0	43194958	1
HG02492_hap2_chr21	HG02492_hap2	HG02492	hap2	chr21	0	9103618	9103618	HGSVC	0	41795486	1
HG03009_hap2_chr21	HG03009_hap2	HG03009	hap2	chr21	0	7566843	7566843	HGSVC	1	40247133	0
HG03065_hap2_chr21	HG03065_hap2	HG03065	hap2	chr21	0	8279369	8279369	HGSVC	0	40891176	1
HG03371_hap2_chr21	HG03371_hap2	HG03371	hap2	chr21	0	12302511	12302511	HGSVC	0	45013301	1
HG03456_hap2_chr21	HG03456_hap2	HG03456	hap2	chr21	0	11618194	11618194	HGSVC	0	44314071	1
NA18534_hap2_chr21	NA18534_hap2	NA18534	hap2	chr21	0	6863820	6863820	HGSVC	1	39552974	0
NA19650_hap2_chr21	NA19650_hap2	NA19650	hap2	chr21	0	8659109	8659109	HGSVC	0	41357442	1
NA19705_hap2_chr21	NA19705_hap2	NA19705	hap2	chr21	0	13664600	13664600	HGSVC	0	46335437	1
NA20509_hap2_chr21	NA20509_hap2	NA20509	hap2	chr21	0	13156162	13156162	HGSVC	0	45847475	1
NA20847_hap1_chr21	NA20847_hap1	NA20847	hap1	chr21	0	11297001	11297001	HGSVC	0	43990306	1
NA20847_hap2_chr21	NA20847_hap2	NA20847	hap2	chr21	0	7153297	7153297	HGSVC	0	39851058	1
NA24385_hap1_chr21	NA24385_hap1	NA24385	hap1	chr21	0	6623938	6623938	HGSVC	1	39307294	0
HG00096_hap2_chr21	HG00096_hap2	HG00096	hap2	chr21	0	9946436	9946436	HGSVC	0	42640855	1
HG00512_hap2_chr21	HG00512_hap2	HG00512	hap2	chr21	0	8142155	8142155	HGSVC	0	40826043	1
HG00513_hap1_chr21	HG00513_hap1	HG00513	hap1	chr21	0	12304731	12304731	HGSVC	0	44994338	1
HG00513_hap2_chr21	HG00513_hap2	HG00513	hap2	chr21	0	9409085	9409085	HGSVC	0	42081248	1
HG00514_hap1_chr21	HG00514_hap1	HG00514	hap1	chr21	0	8048508	8048508	HGSVC	0	40188274	1
HG00514_hap2_chr21	HG00514_hap2	HG00514	hap2	chr21	0	6347872	6347872	HGSVC	0	38504722	1
HG00732_hap1_chr21	HG00732_hap1	HG00732	hap1	chr21	0	6409101	6409101	HGSVC	0	39100169	1
HG00732_hap2_chr21	HG00732_hap2	HG00732	hap2	chr21	0	4117149	4117149	HGSVC	1	36807595	0
HG00864_hap1_chr21	HG00864_hap1	HG00864	hap1	chr21	0	7618153	7618153	HGSVC	1	40300924	0
HG00864_hap2_chr21	HG00864_hap2	HG00864	hap2	chr21	0	7055054	7055054	HGSVC	1	39748443	0
HG03732_hap2_chr21	HG03732_hap2	HG03732	hap2	chr21	0	11205287	11205287	HGSVC	0	43887351	1
NA12329_hap1_chr21	NA12329_hap1	NA12329	hap1	chr21	0	12649132	12649132	HGSVC	0	45225556	1
NA12329_hap2_chr21	NA12329_hap2	NA12329	hap2	chr21	0	7002479	7002479	HGSVC	1	39587594	0
NA18939_hap1_chr21	NA18939_hap1	NA18939	hap1	chr21	0	9806315	9806315	HGSVC	0	42484272	1
NA18939_hap2_chr21	NA18939_hap2	NA18939	hap2	chr21	0	6760825	6760825	HGSVC	1	39445381	0
NA19238_hap1_chr21	NA19238_hap1	NA19238	hap1	chr21	0	11084756	11084756	HGSVC	0	43778124	1
NA19238_hap2_chr21	NA19238_hap2	NA19238	hap2	chr21	0	9351472	9351472	HGSVC	0	42048068	1
NA19239_hap2_chr21	NA19239_hap2	NA19239	hap2	chr21	0	12012021	12012021	HGSVC	0	44709155	1
NA19240_hap1_chr21	NA19240_hap1	NA19240	hap1	chr21	0	13006023	13006023	HGSVC	0	45703429	1
NA19240_hap2_chr21	NA19240_hap2	NA19240	hap2	chr21	0	12202724	12202724	HGSVC	0	44906511	1
CHM13#chr22	CHM13_-	CHM13	-	chr22	0	21739364	21739364	Ref	1	51324926	0
CN1#Mat#chr22	CN1_Mat	CN1	Mat	chr22	0	20330128	20330128	Ref	1	49917671	0
CN1#Pat#chr22	CN1_Pat	CN1	Pat	chr22	0	20644516	20644516	Ref	1	50253142	0
HG002#Mat#chr22	HG002_Mat	HG002	Mat	chr22	0	23952170	23952170	Ref	0	53395392	1
HG002#Pat#chr22	HG002_Pat	HG002	Pat	chr22	0	19861025	19861025	Ref	0	49430498	1
YAO#Mat#chr22	YAO_Mat	YAO	Mat	chr22	0	22642376	22642376	Ref	1	52255693	0
YAO#Pat#chr22	YAO_Pat	YAO	Pat	chr22	0	20927006	20927006	Ref	1	50500499	0
C001-CHA-E01#Mat#chr22	C001-CHA-E01_Mat	C001-CHA-E01	Mat	chr22	0	20658621	20658621	APG	1	50229742	0
C002-CHA-E02#Mat#chr22	C002-CHA-E02_Mat	C002-CHA-E02	Mat	chr22	0	21986768	21986768	APG	0	51512640	1
C003-CHA-E03#Mat#chr22	C003-CHA-E03_Mat	C003-CHA-E03	Mat	chr22	0	20574354	20574354	APG	0	50093889	1
C004-CHA-E04#Mat#chr22	C004-CHA-E04_Mat	C004-CHA-E04	Mat	chr22	0	20103902	20103902	APG	0	49645241	1
C005-CHA-E05#Mat#chr22	C005-CHA-E05_Mat	C005-CHA-E05	Mat	chr22	0	25138612	25138612	APG	0	54745831	1
C006-CHA-E06#Mat#chr22	C006-CHA-E06_Mat	C006-CHA-E06	Mat	chr22	0	20953061	20953061	APG	0	50487868	1
C007-CHA-E07#Mat#chr22	C007-CHA-E07_Mat	C007-CHA-E07	Mat	chr22	0	22152973	22152973	APG	0	51735014	1
C008-CHA-E08#Mat#chr22	C008-CHA-E08_Mat	C008-CHA-E08	Mat	chr22	0	23366412	23366412	APG	0	52962141	1
C009-CHA-E09#Mat#chr22	C009-CHA-E09_Mat	C009-CHA-E09	Mat	chr22	0	21739436	21739436	APG	0	51360004	1
C010-CHA-E10#Mat#chr22	C010-CHA-E10_Mat	C010-CHA-E10	Mat	chr22	0	15563063	15563063	APG	1	45143491	0
C011-CHA-E11#Mat#chr22	C011-CHA-E11_Mat	C011-CHA-E11	Mat	chr22	0	29523008	29523008	APG	0	59052993	1
C012-CHA-E12#Mat#chr22	C012-CHA-E12_Mat	C012-CHA-E12	Mat	chr22	0	20708545	20708545	APG	0	50268075	1
C013-CHA-E13#Mat#chr22	C013-CHA-E13_Mat	C013-CHA-E13	Mat	chr22	0	24321067	24321067	APG	0	53920439	1
C014-CHA-E14#Mat#chr22	C014-CHA-E14_Mat	C014-CHA-E14	Mat	chr22	0	20198101	20198101	APG	0	49842099	1
C015-CHA-E15#Mat#chr22	C015-CHA-E15_Mat	C015-CHA-E15	Mat	chr22	0	17509330	17509330	APG	1	47066796	0
C016-CHA-E16#Mat#chr22	C016-CHA-E16_Mat	C016-CHA-E16	Mat	chr22	0	22227700	22227700	APG	0	51773521	1
C017-CHA-E17#Mat#chr22	C017-CHA-E17_Mat	C017-CHA-E17	Mat	chr22	0	17648870	17648870	APG	1	47206241	0
C018-CHA-E18#Mat#chr22	C018-CHA-E18_Mat	C018-CHA-E18	Mat	chr22	0	19355325	19355325	APG	0	48920479	1
C019-CHA-E19#Mat#chr22	C019-CHA-E19_Mat	C019-CHA-E19	Mat	chr22	0	21575495	21575495	APG	0	51182414	1
C020-CHA-E20#Mat#chr22	C020-CHA-E20_Mat	C020-CHA-E20	Mat	chr22	0	20941772	20941772	APG	0	50563366	1
C021-CHA-S01#Mat#chr22	C021-CHA-S01_Mat	C021-CHA-S01	Mat	chr22	0	15174051	15174051	APG	1	44820448	0
C021-CHA-S01_2#Mat#chr22	C021-CHA-S01_2_Mat	C021-CHA-S01_2	Mat	chr22	0	16641558	16641558	APG	1	46149582	0
C022-CHA-S02#Mat#chr22	C022-CHA-S02_Mat	C022-CHA-S02	Mat	chr22	0	23047784	23047784	APG	0	52701768	1
C022-CHA-S02_2#Mat#chr22	C022-CHA-S02_2_Mat	C022-CHA-S02_2	Mat	chr22	0	19219143	19219143	APG	0	48744303	1
C023-CHA-S03#Mat#chr22	C023-CHA-S03_Mat	C023-CHA-S03	Mat	chr22	0	17421824	17421824	APG	0	47049335	1
C023-CHA-S03_2#Mat#chr22	C023-CHA-S03_2_Mat	C023-CHA-S03_2	Mat	chr22	0	18438745	18438745	APG	1	47967588	0
C024-CHA-S04#Mat#chr22	C024-CHA-S04_Mat	C024-CHA-S04	Mat	chr22	0	19525364	19525364	APG	0	49066722	1
C024-CHA-S04_2#Mat#chr22	C024-CHA-S04_2_Mat	C024-CHA-S04_2	Mat	chr22	0	24833248	24833248	APG	0	54439710	1
C025-CHA-S05#Mat#chr22	C025-CHA-S05_Mat	C025-CHA-S05	Mat	chr22	0	22703176	22703176	APG	0	52258399	1
C026-CHA-S06#Mat#chr22	C026-CHA-S06_Mat	C026-CHA-S06	Mat	chr22	0	16047055	16047055	APG	0	45616372	1
C027-CHA-S07#Mat#chr22	C027-CHA-S07_Mat	C027-CHA-S07	Mat	chr22	0	16764368	16764368	APG	1	46356423	0
C028-CHA-S08#Mat#chr22	C028-CHA-S08_Mat	C028-CHA-S08	Mat	chr22	0	22780759	22780759	APG	0	52313656	1
C029-CHA-S09#Mat#chr22	C029-CHA-S09_Mat	C029-CHA-S09	Mat	chr22	0	18698988	18698988	APG	1	48220157	0
C030-CHA-S10#Mat#chr22	C030-CHA-S10_Mat	C030-CHA-S10	Mat	chr22	0	10655964	10655964	APG	0	40223408	1
C035-CHA-S15#Mat#chr22	C035-CHA-S15_Mat	C035-CHA-S15	Mat	chr22	0	19127371	19127371	APG	0	48806819	1
C036-CHA-S16#Mat#chr22	C036-CHA-S16_Mat	C036-CHA-S16	Mat	chr22	0	18459069	18459069	APG	1	48122622	0
C037-CHA-S17#Mat#chr22	C037-CHA-S17_Mat	C037-CHA-S17	Mat	chr22	0	20323444	20323444	APG	0	49907962	1
C038-CHA-S18#Mat#chr22	C038-CHA-S18_Mat	C038-CHA-S18	Mat	chr22	0	17039574	17039574	APG	1	46677362	0
C039-CHA-S19#Mat#chr22	C039-CHA-S19_Mat	C039-CHA-S19	Mat	chr22	0	17935816	17935816	APG	0	47477389	1
C040-CHA-S20#Mat#chr22	C040-CHA-S20_Mat	C040-CHA-S20	Mat	chr22	0	17926871	17926871	APG	1	47450058	0
C041-CHA-N01#Mat#chr22	C041-CHA-N01_Mat	C041-CHA-N01	Mat	chr22	0	23310063	23310063	APG	0	52913391	1
C042-CHA-N02#Mat#chr22	C042-CHA-N02_Mat	C042-CHA-N02	Mat	chr22	0	20156917	20156917	APG	0	49748820	1
C043-CHA-N03#Mat#chr22	C043-CHA-N03_Mat	C043-CHA-N03	Mat	chr22	0	22426025	22426025	APG	0	52028795	1
C044-CHA-N04#Mat#chr22	C044-CHA-N04_Mat	C044-CHA-N04	Mat	chr22	0	19289977	19289977	APG	1	48847525	0
C045-CHA-N05#Mat#chr22	C045-CHA-N05_Mat	C045-CHA-N05	Mat	chr22	0	14887635	14887635	APG	1	44472527	0
C046-CHA-N06#Mat#chr22	C046-CHA-N06_Mat	C046-CHA-N06	Mat	chr22	0	14329077	14329077	APG	1	43900382	0
C047-CHA-N07#Mat#chr22	C047-CHA-N07_Mat	C047-CHA-N07	Mat	chr22	0	18681934	18681934	APG	0	48253219	1
C048-CHA-N08#Mat#chr22	C048-CHA-N08_Mat	C048-CHA-N08	Mat	chr22	0	19576190	19576190	APG	1	49157198	0
C049-CHA-N09#Mat#chr22	C049-CHA-N09_Mat	C049-CHA-N09	Mat	chr22	0	15614179	15614179	APG	1	45258308	0
C050-CHA-N10#Mat#chr22	C050-CHA-N10_Mat	C050-CHA-N10	Mat	chr22	0	15119597	15119597	APG	1	44614896	0
C051-CHA-N11#Mat#chr22	C051-CHA-N11_Mat	C051-CHA-N11	Mat	chr22	0	20226801	20226801	APG	1	49819445	0
C052-CHA-N12#Mat#chr22	C052-CHA-N12_Mat	C052-CHA-N12	Mat	chr22	0	15585450	15585450	APG	1	45123833	0
C053-CHA-N13#Mat#chr22	C053-CHA-N13_Mat	C053-CHA-N13	Mat	chr22	0	18419800	18419800	APG	0	48040068	1
C054-CHA-N14#Mat#chr22	C054-CHA-N14_Mat	C054-CHA-N14	Mat	chr22	0	24966504	24966504	APG	0	54574941	1
C055-CHA-N15#Mat#chr22	C055-CHA-N15_Mat	C055-CHA-N15	Mat	chr22	0	16927322	16927322	APG	1	46510195	0
C056-CHA-N16#Mat#chr22	C056-CHA-N16_Mat	C056-CHA-N16	Mat	chr22	0	18808983	18808983	APG	1	48406283	0
C057-CHA-N17#Mat#chr22	C057-CHA-N17_Mat	C057-CHA-N17	Mat	chr22	0	18797848	18797848	APG	1	48398564	0
C058-CHA-N18#Mat#chr22	C058-CHA-N18_Mat	C058-CHA-N18	Mat	chr22	0	27621088	27621088	APG	0	57529069	1
C059-CHA-N19#Mat#chr22	C059-CHA-N19_Mat	C059-CHA-N19	Mat	chr22	0	23404299	23404299	APG	0	52703547	1
C060-CHA-N20#Mat#chr22	C060-CHA-N20_Mat	C060-CHA-N20	Mat	chr22	0	16216903	16216903	APG	0	45767511	1
C061-CHA-NE01#Mat#chr22	C061-CHA-NE01_Mat	C061-CHA-NE01	Mat	chr22	0	22161469	22161469	APG	0	51755703	1
C062-CHA-NE02#Mat#chr22	C062-CHA-NE02_Mat	C062-CHA-NE02	Mat	chr22	0	15141019	15141019	APG	1	44663549	0
C063-CHA-NE03#Mat#chr22	C063-CHA-NE03_Mat	C063-CHA-NE03	Mat	chr22	0	15648403	15648403	APG	0	45237961	1
C064-CHA-NE04#Mat#chr22	C064-CHA-NE04_Mat	C064-CHA-NE04	Mat	chr22	0	25682100	25682100	APG	0	55201308	1
C065-CHA-NE05#Mat#chr22	C065-CHA-NE05_Mat	C065-CHA-NE05	Mat	chr22	0	28951252	28951252	APG	0	58566075	1
C066-CHA-NE06#Mat#chr22	C066-CHA-NE06_Mat	C066-CHA-NE06	Mat	chr22	0	20032291	20032291	APG	1	49587278	0
C067-CHA-NE07#Mat#chr22	C067-CHA-NE07_Mat	C067-CHA-NE07	Mat	chr22	0	25057601	25057601	APG	0	54698327	1
C068-CHA-NE08#Mat#chr22	C068-CHA-NE08_Mat	C068-CHA-NE08	Mat	chr22	0	22525864	22525864	APG	0	52129847	1
C069-CHA-NE09#Mat#chr22	C069-CHA-NE09_Mat	C069-CHA-NE09	Mat	chr22	0	22901859	22901859	APG	0	52433583	1
C070-CHA-NE10#Mat#chr22	C070-CHA-NE10_Mat	C070-CHA-NE10	Mat	chr22	0	17631913	17631913	APG	0	47183160	1
C071-CHA-NE11#Mat#chr22	C071-CHA-NE11_Mat	C071-CHA-NE11	Mat	chr22	0	20434560	20434560	APG	0	49996089	1
C072-CHA-NE12#Mat#chr22	C072-CHA-NE12_Mat	C072-CHA-NE12	Mat	chr22	0	14846377	14846377	APG	1	44438684	0
C073-CHA-NE13#Mat#chr22	C073-CHA-NE13_Mat	C073-CHA-NE13	Mat	chr22	0	20045764	20045764	APG	0	49658143	1
C074-CHA-NE14#Mat#chr22	C074-CHA-NE14_Mat	C074-CHA-NE14	Mat	chr22	0	16218259	16218259	APG	1	45806931	0
C075-CHA-NE15#Mat#chr22	C075-CHA-NE15_Mat	C075-CHA-NE15	Mat	chr22	0	19868229	19868229	APG	0	49480833	1
C076-CHA-NE16#Mat#chr22	C076-CHA-NE16_Mat	C076-CHA-NE16	Mat	chr22	0	26491327	26491327	APG	0	56091638	1
C077-CHA-NE17#Mat#chr22	C077-CHA-NE17_Mat	C077-CHA-NE17	Mat	chr22	0	19262700	19262700	APG	0	48840682	1
C078-CHA-NE18#Mat#chr22	C078-CHA-NE18_Mat	C078-CHA-NE18	Mat	chr22	0	27592651	27592651	APG	0	57144870	1
C079-CHA-NE19#Mat#chr22	C079-CHA-NE19_Mat	C079-CHA-NE19	Mat	chr22	0	16431838	16431838	APG	0	45958152	1
C080-CHA-NE20#Mat#chr22	C080-CHA-NE20_Mat	C080-CHA-NE20	Mat	chr22	0	15141770	15141770	APG	0	44714068	1
C081-CHA-C01#Mat#chr22	C081-CHA-C01_Mat	C081-CHA-C01	Mat	chr22	0	22139450	22139450	APG	0	51663571	1
C082-CHA-C02#Mat#chr22	C082-CHA-C02_Mat	C082-CHA-C02	Mat	chr22	0	16056385	16056385	APG	1	45601184	0
C083-CHA-C03#Mat#chr22	C083-CHA-C03_Mat	C083-CHA-C03	Mat	chr22	0	14936723	14936723	APG	1	44450374	0
C084-CHA-C04#Mat#chr22	C084-CHA-C04_Mat	C084-CHA-C04	Mat	chr22	0	19248449	19248449	APG	1	48824015	0
C085-CHA-C05#Mat#chr22	C085-CHA-C05_Mat	C085-CHA-C05	Mat	chr22	0	20785366	20785366	APG	1	50447912	0
C086-CHA-C06#Mat#chr22	C086-CHA-C06_Mat	C086-CHA-C06	Mat	chr22	0	19740044	19740044	APG	0	49621184	1
C087-CHA-C07#Mat#chr22	C087-CHA-C07_Mat	C087-CHA-C07	Mat	chr22	0	14048553	14048553	APG	1	43643551	0
C088-CHA-C08#Mat#chr22	C088-CHA-C08_Mat	C088-CHA-C08	Mat	chr22	0	18118722	18118722	APG	1	47704372	0
C089-CHA-C09#Mat#chr22	C089-CHA-C09_Mat	C089-CHA-C09	Mat	chr22	0	20157683	20157683	APG	0	49648888	1
C090-CHA-C10#Mat#chr22	C090-CHA-C10_Mat	C090-CHA-C10	Mat	chr22	0	20157484	20157484	APG	0	49724475	1
C091-CHA-C11#Mat#chr22	C091-CHA-C11_Mat	C091-CHA-C11	Mat	chr22	0	16339525	16339525	APG	1	45890261	0
C092-CHA-C12#Mat#chr22	C092-CHA-C12_Mat	C092-CHA-C12	Mat	chr22	0	23697001	23697001	APG	0	53234256	1
C093-CHA-C13#Mat#chr22	C093-CHA-C13_Mat	C093-CHA-C13	Mat	chr22	0	19299327	19299327	APG	0	48894670	1
C094-CHA-C14#Mat#chr22	C094-CHA-C14_Mat	C094-CHA-C14	Mat	chr22	0	17302055	17302055	APG	0	46881215	1
C095-CHA-C15#Mat#chr22	C095-CHA-C15_Mat	C095-CHA-C15	Mat	chr22	0	19829912	19829912	APG	0	49374803	1
C096-CHA-C16#Mat#chr22	C096-CHA-C16_Mat	C096-CHA-C16	Mat	chr22	0	17445644	17445644	APG	0	47005269	1
C097-CHA-C17#Mat#chr22	C097-CHA-C17_Mat	C097-CHA-C17	Mat	chr22	0	24360724	24360724	APG	0	53905819	1
C098-CHA-C18#Mat#chr22	C098-CHA-C18_Mat	C098-CHA-C18	Mat	chr22	0	16942710	16942710	APG	0	46535617	1
C099-CHA-C19#Mat#chr22	C099-CHA-C19_Mat	C099-CHA-C19	Mat	chr22	0	22338061	22338061	APG	0	52004934	1
C100-CHA-C20#Mat#chr22	C100-CHA-C20_Mat	C100-CHA-C20	Mat	chr22	0	15006033	15006033	APG	1	44517688	0
C101-CZA01#Mat#chr22	C101-CZA01_Mat	C101-CZA01	Mat	chr22	0	25024884	25024884	APG	0	54565327	1
C102-CZA02#Mat#chr22	C102-CZA02_Mat	C102-CZA02	Mat	chr22	0	23123248	23123248	APG	0	52625862	1
C103-CZA03#Mat#chr22	C103-CZA03_Mat	C103-CZA03	Mat	chr22	0	26593889	26593889	APG	0	56140323	1
C104-CZA04#Mat#chr22	C104-CZA04_Mat	C104-CZA04	Mat	chr22	0	18633082	18633082	APG	0	48133253	1
C105-CZA05#Mat#chr22	C105-CZA05_Mat	C105-CZA05	Mat	chr22	0	24652089	24652089	APG	0	52074708	1
C106-CZA06#Mat#chr22	C106-CZA06_Mat	C106-CZA06	Mat	chr22	0	22064401	22064401	APG	0	51621996	1
C107-CZA07#Mat#chr22	C107-CZA07_Mat	C107-CZA07	Mat	chr22	0	17316693	17316693	APG	0	46917145	1
C108-CZA08#Mat#chr22	C108-CZA08_Mat	C108-CZA08	Mat	chr22	0	15411170	15411170	APG	1	45017330	0
C109-CUG01#Mat#chr22	C109-CUG01_Mat	C109-CUG01	Mat	chr22	0	22007985	22007985	APG	0	51579177	1
C110-CUG02#Mat#chr22	C110-CUG02_Mat	C110-CUG02	Mat	chr22	0	20057174	20057174	APG	0	49639184	1
C111-CUG03#Mat#chr22	C111-CUG03_Mat	C111-CUG03	Mat	chr22	0	21727117	21727117	APG	0	51377060	1
C112-CUG04#Mat#chr22	C112-CUG04_Mat	C112-CUG04	Mat	chr22	0	20342723	20342723	APG	1	49923318	0
C113-CUG05#Mat#chr22	C113-CUG05_Mat	C113-CUG05	Mat	chr22	0	22311210	22311210	APG	0	51928269	1
C114-CMG01#Mat#chr22	C114-CMG01_Mat	C114-CMG01	Mat	chr22	0	17170191	17170191	APG	0	46808626	1
C115-CMG02#Mat#chr22	C115-CMG02_Mat	C115-CMG02	Mat	chr22	0	20256108	20256108	APG	0	49828087	1
C116-CMG03#Mat#chr22	C116-CMG03_Mat	C116-CMG03	Mat	chr22	0	20351616	20351616	APG	1	49999493	0
C117-CMG04#Mat#chr22	C117-CMG04_Mat	C117-CMG04	Mat	chr22	0	14940125	14940125	APG	1	44561322	0
C118-CMG05#Mat#chr22	C118-CMG05_Mat	C118-CMG05	Mat	chr22	0	18756499	18756499	APG	1	48328552	0
C119-CKZ01#Mat#chr22	C119-CKZ01_Mat	C119-CKZ01	Mat	chr22	0	25138859	25138859	APG	0	54752558	1
C120-CKZ02#Mat#chr22	C120-CKZ02_Mat	C120-CKZ02	Mat	chr22	0	21999301	21999301	APG	0	51572198	1
C121-CKZ03#Mat#chr22	C121-CKZ03_Mat	C121-CKZ03	Mat	chr22	0	28095704	28095704	APG	0	57989750	1
C122-CKZ04#Mat#chr22	C122-CKZ04_Mat	C122-CKZ04	Mat	chr22	0	18920473	18920473	APG	0	48445753	1
C123-CKZ05#Mat#chr22	C123-CKZ05_Mat	C123-CKZ05	Mat	chr22	0	28361806	28361806	APG	0	57956787	1
C124-CZH01#Mat#chr22	C124-CZH01_Mat	C124-CZH01	Mat	chr22	0	17905477	17905477	APG	0	47493921	1
C125-CZH02#Mat#chr22	C125-CZH02_Mat	C125-CZH02	Mat	chr22	0	19169366	19169366	APG	0	48696544	1
C126-CZH03#Mat#chr22	C126-CZH03_Mat	C126-CZH03	Mat	chr22	0	25789082	25789082	APG	0	55307718	1
C127-CZH04#Mat#chr22	C127-CZH04_Mat	C127-CZH04	Mat	chr22	0	19627443	19627443	APG	1	49155784	0
C128-CZH05#Mat#chr22	C128-CZH05_Mat	C128-CZH05	Mat	chr22	0	19640322	19640322	APG	1	49207857	0
C129-CYI01#Mat#chr22	C129-CYI01_Mat	C129-CYI01	Mat	chr22	0	18646791	18646791	APG	1	48211403	0
C130-CYI02#Mat#chr22	C130-CYI02_Mat	C130-CYI02	Mat	chr22	0	29181549	29181549	APG	0	58767583	1
C131-CYI03#Mat#chr22	C131-CYI03_Mat	C131-CYI03	Mat	chr22	0	17897013	17897013	APG	1	47459230	0
C134-CMH01#Mat#chr22	C134-CMH01_Mat	C134-CMH01	Mat	chr22	0	18912103	18912103	APG	0	48468045	1
C135-CMH02#Mat#chr22	C135-CMH02_Mat	C135-CMH02	Mat	chr22	0	21401569	21401569	APG	0	50976953	1
C136-CMH03#Mat#chr22	C136-CMH03_Mat	C136-CMH03	Mat	chr22	0	22815174	22815174	APG	0	52400272	1
C137-CMH04#Mat#chr22	C137-CMH04_Mat	C137-CMH04	Mat	chr22	0	16140014	16140014	APG	0	45662820	1
C138-CMH05#Mat#chr22	C138-CMH05_Mat	C138-CMH05	Mat	chr22	0	19736451	19736451	APG	1	49354395	0
C139-CBY01#Mat#chr22	C139-CBY01_Mat	C139-CBY01	Mat	chr22	0	22778894	22778894	APG	0	52316926	1
C140-CBY02#Mat#chr22	C140-CBY02_Mat	C140-CBY02	Mat	chr22	0	17279675	17279675	APG	0	46834181	1
C141-CBY03#Mat#chr22	C141-CBY03_Mat	C141-CBY03	Mat	chr22	0	14394453	14394453	APG	1	43978425	0
C142-CHU01#Mat#chr22	C142-CHU01_Mat	C142-CHU01	Mat	chr22	0	16512724	16512724	APG	0	46066232	1
C143-CHU02#Mat#chr22	C143-CHU02_Mat	C143-CHU02	Mat	chr22	0	17042522	17042522	APG	1	46639610	0
C144-CHU03#Mat#chr22	C144-CHU03_Mat	C144-CHU03	Mat	chr22	0	19428368	19428368	APG	0	49017543	1
C145-CMA01#Mat#chr22	C145-CMA01_Mat	C145-CMA01	Mat	chr22	0	20098167	20098167	APG	0	49639281	1
C148-CTJ01#Mat#chr22	C148-CTJ01_Mat	C148-CTJ01	Mat	chr22	0	23677381	23677381	APG	0	53230520	1
C149-CTJ02#Mat#chr22	C149-CTJ02_Mat	C149-CTJ02	Mat	chr22	0	17937881	17937881	APG	0	47482841	1
C150-CTJ03#Mat#chr22	C150-CTJ03_Mat	C150-CTJ03	Mat	chr22	0	18401178	18401178	APG	0	47998220	1
